figure,Figure 5-L-6
figureTitle,"Fabricated Steel Building Production 1 of 3, Fabrication ..................................................... 5-L-5"
division,13
divisionName,Special Construction
sourcePage,5-L-6
sourcePdfPage,14

Work Element Description,Unit,Fabricate,Erect and Strip,Clean and Move,Total Hours
"Shelter, aluminum frame\n(0200) 3 feet by 9 feet by 8 feet high\n(0210) 3 feet by 12 feet by 8 feet high",Each\nEach,18.7\n29.2
Minimum suggested crew size: one builder and one steelworker.,,
"Notes:\n1. These estimates are for frame and shell only. Windows, doors, skylights, vents, gutters, and\ndownspouts are not included.\n2. Refer to manufacturers’ specifications and installation instructions.",,
"P-Model (Straight sidewalls and arched roof. Optimizes useable space by\nraising the arch to above the sidewalls.) Typical ultimate building machine\ntype. Unlimited length\n(0010) 14-foot width\n(0020) 30-foot width\n(0030) 14 foot width, end wall\n(0035) 30 foot width, end wall\nA-Model (high-pitched roof) unlimited length\n(0040) 20 foot width, high pitched roof\n(0045) 40 foot width, high pitched roof\n(0050) 20 foot width, end wall, high pitched roof\n(0055) 40 foot width, end wall, high pitched roof\nS-Model (high, straight sidewalls and curved arch roof) unlimited length\n(0060) 20-foot width\n(0065) 40-foot width\n(0070) 20-foot width, end wall\n(0075) 40-foot width, end wall\nQ-Model (Maximize usable interior space with no poles or beams), typical\nK-Span, arch style otherwise known as Quonset hut, unlimited length\n(0080) 50-foot width\n(0085) 100-foot width",SF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF,0.0130\n0.0124\n0.0140\n0.0020\n0.0122\n0.0126\n0.0016\n0.0024\n0.0122\n0.0126\n0.0016\n0.0024\n0.0144\n0.0174
"(0090) 50 foot width, end wall\n(0095) 100 foot width, end wall",SF\nSF,0.0036\n0.0025
"Minimum suggested crew size: one steelworker (crew leader), four laborers, and two equipment operators.",,
"Notes:\n1. These estimates are for frame and shell only. Windows, doors, skylights, vents, gutters, and\ndownspouts are not included.\n2. Refer to manufacturers’ specifications and installation instructions.\n3. Refer to other divisions for estimates on footings, utilities, and other components of work.",,
"P-Model (Straight sidewalls and arched roof. Optimizes useable space\nby raising the arch to above the sidewalls.) Typical ultimate building\nmachine type. Unlimited length.\n(0210) 14-foot width\n(0220) 30-foot width\n(0230) 14 foot width, end wall\n(0235) 30 foot width, end wall\nA-Model (high-pitched roof) unlimited length\n(0240) 20 foot width, high pitched roof\n(0245) 40 foot width, high pitched roof\n(0250) 20 foot width, end wall, high pitched roof\n(0255) 40 foot width, end wall, high pitched roof\nS-Model (high, straight sidewalls and curved arch roof) unlimited length\n(0260) 20-foot width\n(0265) 40-foot width\n(0270) 20-foot width, end wall\n(0275) 40-foot width, end wall\nQ-Model (Maximize usable interior space with no poles or beams),\ntypical K-Span, arch style otherwise known as Quonset hut, unlimited\nlength\n(0280) 50-foot width\n(0285) 100-foot width",SF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF,0.0022\n0.0026\n0.0011\n0.0013\n0.0022\n0.0026\n0.0011\n0.0013\n0.0022\n0.0026\n0.0011\n0.0013\n0.0024\n0.0019
