figure,Figure 5-V-5
figureTitle,Marine Underwater Structures Production (Cabling) .......................................................... 5-V-3
division,35
divisionName,Waterway and Marine Construction
sourcePage,5-V-5
sourcePdfPage,16

Work Element Description,Unit,Fabricate,Erect and Strip,Clean and Move,Total Hours
35 59 53.02\nUnderwater Structures Construction (Cabling),,
(0010) Install sea floor cable,Meter,0.224
(0020) Inspect sea floor cable,Meter,0.18
(0030) Repair sea floor cable,Each,50
(0040) Stabilize and protect sea floor cable split pipe,Feet,1.68
(0050) Stabilize and protect sea floor cable concrete bags,Feet,0.40
"Note: Sea state of 2 or less, no current, minimum visibility of 5 feet, average water depth of 45 feet, water\ntemperature above 60 degrees Fahrenheit.",,
Minimum suggested crew size of six second class divers and one first class diver,,
