figure,Figure 5-G-5
figureTitle,Vapor Retarders Production ................................................................................................. 5-G-4
division,07
divisionName,Thermal and Moisture Protection
sourcePage,5-G-5
sourcePdfPage,13

Work Element Description,Unit,Fabricate,Erect and Strip,Clean and Move,Total Hours
"07 22 16.10\nRoof Deck Insulation\nVarious materiels, e.g., fiberboard, fiberglass, perlite, extruded\npolystyrene, etc., based on thickness\n(0010) minimum\n(0020) average\n(0030) maximum",SF\nSF\nSF,0.0110\n0.0130\n0.0150
Minimum suggested crew size: one builder and one laborer.,,
"Notes:\n1. The installation of insulation includes scaffolding when required, fastening insulation into place, and\ncut-outs in insulation, as required.\n2. One hundred sixty staples are required per 100 SF.",,
"07 26 10.10\nVapor Retarders\n(0010) Various materiels, e.g., aluminum and kraft, foil one side or two\nsides; asphalt felt sheathing paper; polyethylene vapor barrier, etc.",Square,0.2870
Minimum suggested crew size: one skilled laborer and one unskilled laborer.,,
Note: A square = 100 SF of area.,,
