figure,Figure 5-L-8
figureTitle,"Fabricated Steel Building Production 3 of 3, Erection.......................................................... 5-L-7"
division,13
divisionName,Special Construction
sourcePage,5-L-8
sourcePdfPage,14

Work Element Description,Unit,Fabricate,Erect and Strip,Clean and Move,Total Hours
"(0290) 50 foot width, end wall\n(0295) 100 foot width, end wall",SF\nSF,0.0014\n0.0016
"Minimum suggested crew size: one steelworker (crew leader), four laborers, and two equipment operators.",,
"Notes:\n1. These estimates are for frame and shell only. Windows, doors, skylights, vents, gutters, and\ndownspouts are not included.\n2. Refer to manufacturers’ specifications and installation instructions.\n3. Refer to other divisions for estimates on footings, utilities, and other components of work.",,
"P-Model (Straight sidewalls and arched roof. Optimizes useable space\nby raising the arch to above the sidewalls.) Typical Ultimate Building\nMachine type. Unlimited length\n(0410) 14-foot width\n(0420) 30-foot width\n(0430) 14 foot width, end wall\n(0435) 30 foot width, end wall\nA-Model (high-pitched roof) unlimited length\n(0440) 20 foot width, high pitched roof\n(0445) 40 foot width, high pitched roof\n(0450) 20 foot width, end wall, high pitched roof\n(0455) 40 foot width, end wall, high pitched roof\nS-Model (high, straight sidewalls and curved arch roof) unlimited length\n(0460) 20-foot width\n(0465) 40-foot width\n(0470) 20-foot width, end wall\n(0475) 40-foot width, end wall\nQ-Model (Maximize usable interior space with no poles or beams),\ntypical K-Span, arch style otherwise known as Quonset hut, unlimited\nlength\n(0480) 50-foot width\n(0485) 100-foot width",SF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF\nSF,0.0139\n0.0104\n0.0207\n0.0151\n0.0139\n0.0104\n0.0207\n0.0151\n0.0139\n0.0104\n0.0207\n0.0151\n0.0108\n0.0063
"(0490) 50 foot width, end wall\n(0495) 100 foot width, end wall",SF\nSF,0.0153\n0.0143
"Minimum suggested crew size: one steelworker (crew leader), four laborers, and two equipment operators.",,
"Notes:\n1. These estimates are for frame and shell only. Windows, doors, skylights, vents, gutters, and\ndownspouts are not included.\n2. Refer to manufacturers’ specifications and installation instructions.\n3. Refer to other divisions for estimates on footings, utilities, and other components of work.",,
"13 34 23.13\nPortable and Mobile Buildings\n(0010) Containerized housing unit, ISO 20 feet x 8 feet\n(0050) Containerized housing unit, collapsible, ISO 20 feet x 8 feet\n(0060) Containerized housing unit, expandable, ISO 20 feet x 8 feet\n(0100) Containerized storage, ISO 20 feet x 8 feet\n(0110) Containerized storage, ISO 40 feet x 8 feet\n(0140) Containerized storage, refrigerated, self-contained, ISO Type 5\nTricon\n(0150) Containerized storage, refrigerated, self-contained, ISO\n20 feet x 8 feet\n(0160) Containerized storage, refrigerated, self-contained, ISO\n40 feet x 8 feet\n(0170) Containerized storage, refrigerated, externally powered, ISO\n20 feet x 8 feet\n(0180) Containerized storage, refrigerated, externally powered, ISO\n40 feet x 8 feet\n(0200) Containerized kitchen, ISO 20 feet x 8 feet\n(0210) Mobile kitchen trailer\n(0220) Expeditionary kitchen system, ISO Type 5 Tricon\n(0230) Food sanitation center\n(0310) Expeditionary latrine system, ISO Type 5 Tricon\n(0315) Expeditionary 4 Head Green (FP) latrine system\n(0320) Expeditionary shower system, ISO Type 5 Tricon\n(0325) Shower system expeditionary Tricon 4-Head Green (force provider)",Each\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach\nEach,5.0000\n20.0000\n1.2500\n0.4000\n0.5000\n0.5000\n0.5000\n0.6000\n1.0000\n1.1000\n3.2000\n3.4500\n1.2500\n4.0000\n1.2500\n4.0000\n1.2500\n6.0000
Legend: ISO = International Organization for Standardization,,
