id,sourceTableFile,sourceRowNumberApprox,sectionCode,sectionTitle,itemCode,workElementDescription,unit,manHoursPerUnit
02-41-16.17-0010-concrete-foundations-cyd,fileoutpart30.xlsx,4,02 41 16.17,Building Demolition Footings and Foundations,0010,Concrete foundations,CYD,5
02-41-16.17-0020-concrete-walls-cyd,fileoutpart30.xlsx,5,02 41 16.17,Building Demolition Footings and Foundations,0020,Concrete walls,CYD,6
02-41-16.17-0030-concrete-slabs-on-grade-with-no-reinforcing-cyd,fileoutpart30.xlsx,6,02 41 16.17,Building Demolition Footings and Foundations,0030,Concrete slabs on grade with no reinforcing,CYD,4
02-41-16.17-0040-concrete-slabs-on-grade-with-wire-mesh-reinforcing-cyd,fileoutpart30.xlsx,7,02 41 16.17,Building Demolition Footings and Foundations,0040,Concrete slabs on grade with wire mesh reinforcing,CYD,4
02-41-16.17-0050-concrete-slabs-on-grade-with-rebar-and-mesh-reinforcing-cyd,fileoutpart30.xlsx,8,02 41 16.17,Building Demolition Footings and Foundations,0050,Concrete slabs on grade with rebar and mesh reinforcing,CYD,6
02-41-19.16-0010-ceilings-sheetrock-sf,fileoutpart30.xlsx,11,02 41 19.16,"Selective Demolition, Cutout",0010,"Ceilings, sheetrock",SF,0.024
02-41-19.16-0020-ceilings-suspended-acoustic-sf,fileoutpart30.xlsx,12,02 41 19.16,"Selective Demolition, Cutout",0020,"Ceilings, suspended acoustic",SF,0.024
02-41-19.16-0030-doors-and-frames-wood-3-by-7-feet-each,fileoutpart30.xlsx,13,02 41 19.16,"Selective Demolition, Cutout",0030,"Doors and frames, wood 3 by 7 feet",Each,0.55
02-41-19.16-0040-doors-and-frames-steel-3-by-7-feet-each,fileoutpart30.xlsx,14,02 41 19.16,"Selective Demolition, Cutout",0040,"Doors and frames, steel 3 by 7 feet",Each,0.73
02-41-19.16-0050-flooring-ceramic-or-quarry-tile-sf,fileoutpart30.xlsx,15,02 41 19.16,"Selective Demolition, Cutout",0050,"Flooring, ceramic or quarry tile",SF,0.05
02-41-19.16-0060-flooring-resilient-tile-sf,fileoutpart30.xlsx,16,02 41 19.16,"Selective Demolition, Cutout",0060,"Flooring, resilient tile",SF,0.04
02-41-19.16-0070-flooring-wood-floor-finish-sf,fileoutpart30.xlsx,17,02 41 19.16,"Selective Demolition, Cutout",0070,"Flooring, wood floor finish",SF,0.06
02-41-19.16-0080-flooring-wood-subfloor-sf,fileoutpart30.xlsx,18,02 41 19.16,"Selective Demolition, Cutout",0080,"Flooring, wood subfloor",SF,0.03
02-41-19.16-0090-framing-steel-lf-of-wall,fileoutpart30.xlsx,19,02 41 19.16,"Selective Demolition, Cutout",0090,"Framing, steel",LF of wall,0.24
02-41-19.16-0100-framing-wood-lf-of-wall,fileoutpart30.xlsx,20,02 41 19.16,"Selective Demolition, Cutout",0100,"Framing, wood",LF of wall,0.072
02-41-19.16-0110-wallboard-gypsum-sf,fileoutpart30.xlsx,21,02 41 19.16,"Selective Demolition, Cutout",0110,"Wallboard, gypsum",SF,0.03
02-41-19.16-0120-wallboard-plywood-sf,fileoutpart30.xlsx,22,02 41 19.16,"Selective Demolition, Cutout",0120,"Wallboard, plywood",SF,0.03
02-41-19.16-0130-roofing-corrugated-sf,fileoutpart30.xlsx,23,02 41 19.16,"Selective Demolition, Cutout",0130,"Roofing, corrugated",SF,0.03
02-41-19.16-0140-roofing-buildup-five-ply-sf,fileoutpart30.xlsx,24,02 41 19.16,"Selective Demolition, Cutout",0140,"Roofing, buildup five-ply",SF,0.03
02-41-19.16-0150-windows-metal-sf,fileoutpart30.xlsx,25,02 41 19.16,"Selective Demolition, Cutout",0150,"Windows, metal",SF,0.096
02-41-19.16-0160-windows-wood-sf,fileoutpart30.xlsx,26,02 41 19.16,"Selective Demolition, Cutout",0160,"Windows, wood",SF,0.1
02-41-19.23-0010-chute-circular-prefabricated-steel-18-inch-diameter-lf,fileoutpart32.xlsx,4,02 41 19.23,"Selective Demolition, Rubbish Handling",0010,"Chute, circular, prefabricated steel, 18-inch diameter",LF,0.798
02-41-19.23-0020-30-inch-diameter-lf,fileoutpart32.xlsx,5,02 41 19.23,"Selective Demolition, Rubbish Handling",0020,30-inch diameter,LF,1.064
02-41-19.23-0030-dust-partition-6-mil-polyethylene-2-by-4-inch-frame-two-builders-sf,fileoutpart32.xlsx,6,02 41 19.23,"Selective Demolition, Rubbish Handling",0030,"Dust partition, 6 mil polyethylene, 2- by 4-inch frame (two builders)",SF,1.064
02-41-19.23-0040-rubbish-disposal-up-to-5-miles-cyd,fileoutpart32.xlsx,7,02 41 19.23,"Selective Demolition, Rubbish Handling",0040,Rubbish disposal up to 5 miles,CYD,1.5
02-41-19.27-0010-steel-1-inch-thick-plate-lf,fileoutpart32.xlsx,10,02 41 19.27,"Selective Demolition, Torch Cutting",0010,"Steel, 1-inch-thick plate",LF,0.03
02-41-19.27-0020-1-inch-diameter-bar-each,fileoutpart32.xlsx,11,02 41 19.27,"Selective Demolition, Torch Cutting",0020,1-inch-diameter bar,Each,0.05
02-41-19.27-0030-oxygen-lance-cutting-reinforced-concrete-walls-0030-12-to-16-inch-thick-walls-lf,fileoutpart32.xlsx,12,02 41 19.27,"Selective Demolition, Torch Cutting",0030,"Oxygen lance cutting, reinforced concrete walls, (0030) 12- to 16-inch-thick walls",LF,1.064
02-58-13.10-0010-snow-fencing-system-0010-snow-fence-on-steel-posts-10-feet-on-center-4-feet-high-lf,fileoutpart34.xlsx,2,02 58 13.10,,0010,"Snow Fencing System (0010) Snow fence on steel posts 10 feet on center, 4 feet high",LF,0.064
03-11-13.20-beams-and-girders-forms-in-place-sf-of-contact-surface,fileoutpart48.xlsx,4,03 11 13.20,,,"Beams and Girders, Forms in Place",SF of contact surface,0.283
03-11-13.25-round-fiber-tube-recycled-paper-one-use-lf,fileoutpart48.xlsx,14,03 11 13.25,"Columns, Forms in Place",,"Round fiber tube, recycled paper, one use",LF,0.274
03-11-13.25-0020-10-inch-diameter-lf,fileoutpart48.xlsx,16,03 11 13.25,(0010) 8-inch diameter,0020,10-inch diameter,LF,0.274
03-11-13.25-0030-12-inch-diameter-lf,fileoutpart48.xlsx,17,03 11 13.25,(0010) 8-inch diameter,0030,12-inch diameter,LF,0.283
03-11-13.25-0040-14-inch-diameter-lf,fileoutpart48.xlsx,18,03 11 13.25,(0010) 8-inch diameter,0040,14-inch diameter,LF,0.294
03-11-13.25-0050-16-inch-diameter-lf,fileoutpart48.xlsx,19,03 11 13.25,(0010) 8-inch diameter,0050,16-inch diameter,LF,0.304
03-11-13.25-0060-8-by-8-inches-sf-of-contact,fileoutpart48.xlsx,21,03 11 13.25,"Plywood (job-built), one use",0060,8 by 8 inches,SF of contact,0.258
03-11-13.25-0070-12-by-12-inches-surface,fileoutpart48.xlsx,22,03 11 13.25,"Plywood (job-built), one use",0070,12 by 12 inches,surface,0.237
03-11-13.30-0010-culvert-forms-in-place-0010-5-to-8-foot-square-or-rectangular-sf-of-contact-surface,fileoutpart48.xlsx,25,03 11 13.30,"Plywood (job-built), one use",0010,"Culvert, Forms in Place (0010) 5 to 8 foot square or rectangular",SF of contact surface,0.25
03-11-13.35-0010-flat-plate-job-built-to-15-feet-high-sf,fileoutpart50.xlsx,5,03 11 13.35,Elevated Slabs (Overhead),0010,"Flat plate, job-built, to 15 feet high",SF,0.156
03-11-13.35-0020-box-out-for-slab-openings-sf-of-contact-surface,fileoutpart50.xlsx,6,03 11 13.35,Elevated Slabs (Overhead),0020,Box out for slab openings,SF of contact surface,0.336
03-11-13.35-0030-bulkhead-forms-for-slab-lf,fileoutpart50.xlsx,7,03 11 13.35,Elevated Slabs (Overhead),0030,Bulkhead forms for slab,LF,0.127
03-11-13.35-0040-slab-bulkhead-form-4-1-2-inches-high-lf,fileoutpart50.xlsx,8,03 11 13.35,Elevated Slabs (Overhead),0040,"Slab bulkhead form, 4 1/2 inches high",LF,0.036
03-11-13.35-0050-curb-forms-wood-6-to-12-inches-high-sf-of-contact-surface,fileoutpart50.xlsx,9,03 11 13.35,Elevated Slabs (Overhead),0050,"Curb forms, wood, 6 to 12 inches high",SF of contact surface,0.237
03-11-13.35-0060-edge-forms-to-6-inches-high-lf,fileoutpart50.xlsx,10,03 11 13.35,Elevated Slabs (Overhead),0060,Edge forms to 6 inches high,LF,0.085
03-11-13.35-0070-perimeter-deck-and-rail-lf,fileoutpart50.xlsx,11,03 11 13.35,Elevated Slabs (Overhead),0070,Perimeter deck and rail,LF,0.473
03-11-13.45-0010-continuous-wall-plywood-one-use-sf-of-contact-surface,fileoutpart50.xlsx,14,03 11 13.45,"Footings, Forms in Place",0010,"Continuous wall, plywood, one use",SF of contact surface,0.113
03-11-13.45-0020-dowel-supports-for-footings-or-beams-lf,fileoutpart50.xlsx,15,03 11 13.45,"Footings, Forms in Place",0020,Dowel supports for footings or beams,LF,0.085
03-11-13.45-0030-keyway-tapered-wood-2-by-4-inches-lf,fileoutpart50.xlsx,16,03 11 13.45,"Footings, Forms in Place",0030,"Keyway, tapered wood 2 by 4 inches",LF,0.02
03-11-13.45-0040-pile-cap-square-or-rectangular-job-built-plywood-one-use-sf-of-contact-surface,fileoutpart50.xlsx,17,03 11 13.45,"Footings, Forms in Place",0040,"Pile cap, square or rectangular, job built plywood, one use",SF of contact surface,0.146
03-11-13.45-0050-spread-footing-job-built-lumber-sf-of-contact-surface,fileoutpart50.xlsx,18,03 11 13.45,"Footings, Forms in Place",0050,"Spread footing, job-built lumber",SF of contact surface,0.14
03-11-13.45-0060-2-by-2-feet-footing-each,fileoutpart50.xlsx,20,03 11 13.45,"Support for dowels, plinths, or templates",0060,"2 by 2 feet, footing",Each,1.702
03-11-13.45-0070-4-by-4-feet-footing-each,fileoutpart50.xlsx,21,03 11 13.45,"Support for dowels, plinths, or templates",0070,"4 by 4 feet, footing",Each,1.935
03-11-13.45-0080-plinths-job-built-plywood-sf-of-contact-surface,fileoutpart50.xlsx,22,03 11 13.45,"Support for dowels, plinths, or templates",0080,"Plinths, job-built plywood",SF of contact surface,0.17
03-11-13.45-0010-grade-beam-forms-in-place-0010-job-built-plywood-one-use-sf-of-contact-surface,fileoutpart50.xlsx,24,03 11 13.45,"Support for dowels, plinths, or templates",0010,"Grade beam, Forms in Place (0010) Job-built plywood, one use",SF of contact surface,0.034
03-11-13.65-0010-bulkhead-forms-with-keyway-wood-6-inches-high-one-use-lf,fileoutpart50.xlsx,27,03 11 13.65,"Slab on grade, Forms in Place",0010,"Bulkhead forms with keyway, wood, 6 inches high, one use",LF,0.084
03-11-13.65-0020-curb-forms-wood-6-to-12-inches-high-on-grade-one-use-sf-of-contact,fileoutpart50.xlsx,28,03 11 13.65,"Slab on grade, Forms in Place",0020,"Curb forms, wood 6 to 12 inches high, on grade, one use",SF of contact,0.402
03-11-13.65-0040-7-to-12-inches-high-lf,fileoutpart50.xlsx,30,03 11 13.65,"Slab on grade, Forms in Place",0040,7 to 12 inches high,LF,0.071
03-11-13.65-0050-for-depressed-slabs-to-12-inches-high-sf-of-contact-surface,fileoutpart50.xlsx,31,03 11 13.65,"Slab on grade, Forms in Place",0050,"for depressed slabs, to 12 inches high",SF of contact surface,0.098
03-11-13.65-0060-from-12-to-24-inches-high-lf,fileoutpart50.xlsx,32,03 11 13.65,"Slab on grade, Forms in Place",0060,from 12 to 24 inches high,LF,0.142
03-11-23.75-0010-stairs-forms-in-place-sf,fileoutpart52.xlsx,3,03 11 23.75,,0010,"Stairs, Forms in Place",SF,-0.55
03-11-13.85-0010-walls-forms-in-place-0010-wall-job-built-plywood-to-8-feet-0020-wall-over-8-to-16-feet-hig-sf-of-contact-surface,fileoutpart52.xlsx,4,03 11 13.85,,0010,"Walls, Forms in Place (0010) Wall, job-built plywood, to 8 feet (0020) Wall, over 8 to 16 feet high",SF of contact surface,0.173
03-15-05.96-0010-acid-wash-walls-sf,fileoutpart56.xlsx,4,03 15 05.96,"Concrete Forming Accessories, Miscellaneous Items",0010,Acid wash (walls),SF,0.02
03-15-05.96-0020-architectural-concrete-patched-honed-sack-rubbed-sf,fileoutpart56.xlsx,5,03 15 05.96,"Concrete Forming Accessories, Miscellaneous Items",0020,"Architectural concrete: patched, honed, sack rubbed",SF,0.08
03-15-05.96-0030-carborundum-rub-sf,fileoutpart56.xlsx,6,03 15 05.96,"Concrete Forming Accessories, Miscellaneous Items",0030,Carborundum rub,SF,0.04
03-15-05.96-0040-ceiling-inserts-each,fileoutpart56.xlsx,7,03 15 05.96,"Concrete Forming Accessories, Miscellaneous Items",0040,Ceiling inserts,Each,0.06
03-15-05.96-0050-existing-2-inch-deep-cut-lf,fileoutpart56.xlsx,9,03 15 05.96,Concrete cutting,0050,Existing 2-inch-deep cut,LF,0.08
03-15-05.96-0060-existing-4-inch-deep-cut-lf,fileoutpart56.xlsx,10,03 15 05.96,Concrete cutting,0060,Existing 4-inch-deep cut,LF,0.12
03-15-05.96-0070-green-2-inch-deep-cut-lf,fileoutpart56.xlsx,11,03 15 05.96,Concrete cutting,0070,Green 2-inch-deep cut,LF,0.05
03-15-05.96-0080-green-4-inch-deep-cut-lf,fileoutpart56.xlsx,12,03 15 05.96,Concrete cutting,0080,Green 4-inch-deep cut,LF,0.08
03-15-05.96-0090-slab-vertical-3-inch-diameter-by-6-inches-thick-each,fileoutpart56.xlsx,14,03 15 05.96,Concrete core drilling,0090,Slab vertical - 3-inch diameter by 6 inches thick,Each,2
03-15-05.96-0100-wall-horizontal-4-inch-diameter-by-8-inches-thick-each,fileoutpart56.xlsx,15,03 15 05.96,Concrete core drilling,0100,Wall horizontal - 4-inch diameter by 8 inches thick,Each,2.5
03-15-05.96-0110-curb-angles-lf,fileoutpart56.xlsx,16,03 15 05.96,Concrete core drilling,0110,Curb angles,LF,0.16
03-15-05.96-0120-dovetail-anchor-slots-lf,fileoutpart56.xlsx,17,03 15 05.96,Concrete core drilling,0120,Dovetail anchor slots,LF,0.023
03-15-05.96-0130-floor-hardeners-magnesium-fluosilicate-one-coat-sf,fileoutpart56.xlsx,18,03 15 05.96,Concrete core drilling,0130,Floor hardeners (magnesium fluosilicate) one coat,SF,0.01
03-15-05.96-0140-grout-nonshrink-under-steel-plate-1-inch-sf,fileoutpart56.xlsx,19,03 15 05.96,Concrete core drilling,0140,"Grout, nonshrink, under steel plate, 1 inch",SF,1
03-15-05.96-0150-patch-tie-holes-walls-each,fileoutpart56.xlsx,20,03 15 05.96,Concrete core drilling,0150,Patch tie holes (walls),Each,0.05
03-15-05.96-0160-pickup-and-brace-inserts-each,fileoutpart56.xlsx,21,03 15 05.96,Concrete core drilling,0160,Pickup and brace inserts,Each,0.064
03-15-05.96-0170-poured-expansion-joint-1-2-by-1-2-inch-feet,fileoutpart56.xlsx,22,03 15 05.96,Concrete core drilling,0170,Poured expansion joint 1/2 by 1/2 inch,Feet,0.04
03-15-05.96-0180-premolded-expansion-joint-feet,fileoutpart56.xlsx,23,03 15 05.96,Concrete core drilling,0180,Premolded expansion joint,Feet,0.04
03-15-05.96-0190-reglets-metal-or-polyvinyl-chloride-pvc-feet,fileoutpart56.xlsx,24,03 15 05.96,Concrete core drilling,0190,Reglets (metal or polyvinyl chloride (PVC)),Feet,0.1
03-15-05.96-0200-silicon-waterproofing-sf,fileoutpart56.xlsx,25,03 15 05.96,Concrete core drilling,0200,Silicon waterproofing,SF,0.01
03-15-05.96-0210-steel-base-plates-12-by-14-by-1-2-inches-each,fileoutpart56.xlsx,26,03 15 05.96,Concrete core drilling,0210,Steel base plates 12 by 14 by 1/2 inches,Each,1
03-15-05.96-0220-vapor-barrier-polyethylene-sf,fileoutpart56.xlsx,27,03 15 05.96,Concrete core drilling,0220,"Vapor barrier, polyethylene",SF,2
03-15-05.96-0230-water-stops-pvc-dumbbells-or-copper-feet,fileoutpart56.xlsx,28,03 15 05.96,Concrete core drilling,0230,Water stops (PVC dumbbells or copper),Feet,0.04
03-15-05.96-0240-gravel-under-floor-slab-6-deep-compacted-sf,fileoutpart56.xlsx,29,03 15 05.96,Concrete core drilling,0240,"Gravel under floor slab 6"" deep compacted",SF,1
03-30-53.10-0010-two-boards-or-boats-cyd,fileoutpart64.xlsx,5,03 30 53.10,Hand mixing onsite:,0010,two boards or boats,CYD,3.2
03-30-53.10-0020-16-cf-capacity-cyd,fileoutpart64.xlsx,7,03 30 53.10,Machine mixing onsite:,0020,16 CF capacity,CYD,1.6
03-30-53.10-0030-11-cf-capacity-cyd,fileoutpart64.xlsx,8,03 30 53.10,Machine mixing onsite:,0030,11 CF capacity,CYD,2.7
03-30-53.10-transit-mix-truck-8-cyd-capacity-cyd,fileoutpart64.xlsx,10,03 30 53.10,Tailor to 1 CF of capacity,,Transit mix truck (8 CYD capacity),CYD,0.56
03-35-29.30-0010-manual-screed-and-bull-float-sf,fileoutpart68.xlsx,5,03 35 29.30,Finishing Floors,0010,manual screed and bull float,SF,0.009
03-35-29.30-0020-manual-screed-bull-float-manual-float-sf,fileoutpart68.xlsx,6,03 35 29.30,Finishing Floors,0020,"manual screed, bull float, manual float",SF,0.018
03-35-29.30-0030-manual-screed-bull-float-manual-float-broom-finish-sf,fileoutpart68.xlsx,7,03 35 29.30,Finishing Floors,0030,"manual screed, bull float, manual float, broom finish",SF,0.02
03-35-29.30-0040-manual-screed-bull-float-manual-float-manual-steel-trowel-sf,fileoutpart68.xlsx,8,03 35 29.30,Finishing Floors,0040,"manual screed, bull float, manual float, manual steel trowel",SF,0.028
03-35-29.30-0050-manual-screed-bull-float-machine-float-trowel-walk-behind-sf,fileoutpart68.xlsx,9,03 35 29.30,Finishing Floors,0050,"manual screed, bull float, machine float, trowel (walk-behind)",SF,0.021
03-35-29.30-0060-power-screed-bull-float-machine-float-trowel-walk-behind-sf,fileoutpart68.xlsx,10,03 35 29.30,Finishing Floors,0060,"Power screed, bull float, machine float, trowel (walk-behind)",SF,0.015
03-35-29.30-0070-power-screed-bull-float-machine-float-trowel-ride-on-sf,fileoutpart68.xlsx,11,03 35 29.30,Finishing Floors,0070,"Power screed, bull float, machine float, trowel (ride-on)",SF,0.009
03-35-29.30-0080-dustproofing-solvent-based-one-coat-sf,fileoutpart68.xlsx,12,03 35 29.30,Finishing Floors,0080,"Dustproofing, solvent-based, one coat",SF,0.006
03-35-29.30-0090-stair-finish-float-sf,fileoutpart68.xlsx,13,03 35 29.30,Finishing Floors,0090,"Stair finish, float",SF,0.043
03-35-29.30-0100-steel-trowel-finish-sf,fileoutpart68.xlsx,14,03 35 29.30,Finishing Floors,0100,steel trowel finish,SF,0.06
03-35-29.30-0110-silicon-carbide-finish-0-25-pounds-per-sf-sf,fileoutpart68.xlsx,15,03 35 29.30,Finishing Floors,0110,"silicon carbide finish, (0.25 pounds per SF)",SF,0.08
03-35-29.35-0010-saw-cut-in-green-concrete-1-inch-up-to-2-inch-depth-average-lf,fileoutpart68.xlsx,18,03 35 29.35,"Control Joints, Saw Cut",0010,"Saw cut in green concrete, 1-inch up to 2-inch depth, average",LF,0.014
03-35-29.35-0020-clean-out-control-joint-of-debris-lf,fileoutpart68.xlsx,19,03 35 29.35,"Control Joints, Saw Cut",0020,clean out control joint of debris,LF,0.002
03-35-29.35-0030-backer-rod-polyethylene-1-4-inch-diameter-lf,fileoutpart68.xlsx,21,03 35 29.35,joint sealant,0030,"backer rod, polyethylene, 1/4-inch diameter",LF,0.026
03-35-29.35-0040-08081500-lf,fileoutpart68.xlsx,22,03 35 29.35,joint sealant,0040,08081500,LF,0.045
03-35-29.60-0010-break-ties-and-patch-voids-sf,fileoutpart68.xlsx,26,03 35 29.60,Finishing Walls,0010,Break ties and patch voids,SF,0.023
03-35-29.60-0020-burlap-rub-with-grout-sf,fileoutpart68.xlsx,27,03 35 29.60,Finishing Walls,0020,Burlap rub with grout,SF,0.027
03-35-29.60-0030-carborundum-rub-dry-sf,fileoutpart68.xlsx,28,03 35 29.60,Finishing Walls,0030,"Carborundum rub, dry",SF,0.045
03-35-29.60-0040-wet-sf,fileoutpart68.xlsx,29,03 35 29.60,Finishing Walls,0040,wet,SF,0.07
03-35-29.60-0050-bush-hammer-green-concrete-sf,fileoutpart68.xlsx,30,03 35 29.60,Finishing Walls,0050,"Bush hammer, green concrete",SF,0.072
03-35-29.60-0060-cured-concrete-sf,fileoutpart68.xlsx,31,03 35 29.60,Finishing Walls,0060,cured concrete,SF,0.111
03-35-29.60-0070-float-finish-1-16-inch-thick-sf,fileoutpart68.xlsx,32,03 35 29.60,Finishing Walls,0070,"Float finish, 1/16 inch thick",SF,0.041
03-35-29.60-0080-grind-form-fins-flush-lf,fileoutpart68.xlsx,33,03 35 29.60,Finishing Walls,0080,Grind form fins flush,LF,0.017
03-39-13.50-0010-water-curing-0010-liquid-spray-membrane-burlap-water-spray-sf,fileoutpart68.xlsx,34,03 39 13.50,Finishing Walls,0010,"Water Curing (0010) Liquid spray, membrane, burlap, water spray",SF,0.004
03-39-23.13-0010-sprayed-membrane-curing-compound-sf,fileoutpart68.xlsx,35,03 39 23.13,Finishing Walls,0010,Sprayed membrane curing compound,SF,17
03-45-13.50-0010-precast-wall-panels-0010-20-ft-x-10-ft-x-6-inch-thick-sf,fileoutpart68.xlsx,36,03 45 13.50,Finishing Walls,0010,Precast Wall Panels * (0010) 20 ft x 10 ft x 6-inch thick,SF,0.076
04-01-20.20-0010-cut-and-repoint-brick-hard-mortar-running-bond-sf,fileoutpart80.xlsx,4,04 01 20.20,Pointing Masonry,0010,"Cut and repoint brick, hard mortar, running bond",SF,0.15
04-01-20.20-0020-repoint-mask-and-grout-method-running-bond-sf,fileoutpart80.xlsx,5,04 01 20.20,Pointing Masonry,0020,"Repoint, mask, and grout method, running bond",SF,0.126
04-01-20.20-0030-scrub-coat-sand-grout-on-walls-minimum-sf,fileoutpart80.xlsx,6,04 01 20.20,Pointing Masonry,0030,"Scrub coat, sand grout on walls, minimum",SF,0.101
04-01-30.20-0100-chemical-cleaning-new-construction-brush-and-wash-average-sf,fileoutpart80.xlsx,9,04 01 30.20,Cleaning Masonry,0100,"Chemical cleaning, new construction, brush and wash, average",SF,0.024
04-01-30.20-0020-high-pressure-water-only-average-sf,fileoutpart80.xlsx,10,04 01 30.20,Cleaning Masonry,0020,"High-pressure water only, average",SF,0.041
04-01-30.20-0030-steam-cleaning-average-sf,fileoutpart80.xlsx,11,04 01 30.20,Cleaning Masonry,0030,"Steam cleaning, average",SF,0.024
04-01-30.60-0010-acid-cleanser-smooth-brick-sf,fileoutpart80.xlsx,14,04 01 30.60,Brick Washing,0010,"Acid cleanser, smooth brick",SF,0.021
04-01-30.60-0020-rough-brick-sf,fileoutpart80.xlsx,15,04 01 30.60,Brick Washing,0020,rough brick,SF,0.03
04-01-30.60-0030-stone-acid-wash-sf,fileoutpart80.xlsx,16,04 01 30.60,Brick Washing,0030,"Stone, acid wash",SF,0.019
04-05-13.30-0010-mortar-0010-mixing-cf,fileoutpart82.xlsx,2,04 05 13.30,Mortar,0010,Mortar (0010) Mixing,CF,0.083
04-05-16.30-0010-bond-beams-and-lintels-8-inches-deep-6-inches-thick-0-15-cf-per-lf-lf,fileoutpart82.xlsx,5,04 05 16.30,Grouting,0010,"Bond beams and lintels, 8 inches deep, 6 inches thick, 0.15 CF per LF",LF,0.033
04-05-16.30-0020-8-inches-thick-0-2-cf-per-lf-lf,fileoutpart82.xlsx,6,04 05 16.30,Grouting,0020,"8 inches thick, 0.2 CF per LF",LF,0.034
04-05-16.30-0030-10-inches-thick-0-25-cf-per-lf-lf,fileoutpart82.xlsx,7,04 05 16.30,Grouting,0030,"10 inches thick, 0.25 CF per LF",LF,0.041
04-05-16.30-0040-12-inches-thick-0-3-cf-per-lf-lf,fileoutpart82.xlsx,8,04 05 16.30,Grouting,0040,"12 inches thick, 0.3 CF per LF",LF,0.046
04-05-16.30-0050-concrete-block-cores-solid-4-inches-thick-by-hand-0-067-cf-per-sf-of-wall-sf,fileoutpart82.xlsx,9,04 05 16.30,Grouting,0050,"Concrete block cores, solid, 4 inches thick, by hand, 0.067 CF per SF of wall",SF,0.054
04-05-16.30-0060-6-inches-thick-pumped-0-175-cf-per-sf-sf,fileoutpart82.xlsx,10,04 05 16.30,Grouting,0060,"6 inches thick, pumped, 0.175 CF per SF",SF,0.066
04-05-16.30-0070-8-inches-thick-pumped-0-258-cf-per-sf-sf,fileoutpart82.xlsx,11,04 05 16.30,Grouting,0070,"8 inches thick, pumped, 0.258 CF per SF",SF,0.071
04-05-16.30-0080-10-inches-thick-pumped-0-340-cf-per-sf-sf,fileoutpart82.xlsx,12,04 05 16.30,Grouting,0080,"10 inches thick, pumped, 0.340 CF per SF",SF,0.072
04-05-16.30-0090-12-inches-thick-pumped-0-422-cf-per-sf-sf,fileoutpart82.xlsx,13,04 05 16.30,Grouting,0090,"12 inches thick, pumped, 0.422 CF per SF",SF,0.075
04-05-16.30-0100-cavity-walls-2-inch-space-pumped-0-167-cf-per-sf-of-wall-sf,fileoutpart82.xlsx,14,04 05 16.30,Grouting,0100,"Cavity walls, 2-inch space, pumped, 0.167 CF per SF of wall",SF,0.028
04-05-16.30-0110-3-inch-space-0-250-cf-per-sf-sf,fileoutpart82.xlsx,15,04 05 16.30,Grouting,0110,"3-inch space, 0.250 CF per SF",SF,0.04
04-05-16.30-0120-4-inch-space-0-333-cf-per-sf-sf,fileoutpart82.xlsx,16,04 05 16.30,Grouting,0120,"4-inch space, 0.333 CF per SF",SF,0.042
04-05-16.30-0130-6-inch-space-0-500-cf-per-sf-sf,fileoutpart82.xlsx,17,04 05 16.30,Grouting,0130,"6-inch space, 0.500 CF per SF",SF,0.06
04-05-16.30-0140-door-frames-3-by-7-foot-opening-2-5-cf-per-opening-each,fileoutpart82.xlsx,18,04 05 16.30,Grouting,0140,"Door frames, 3- by 7-foot opening, 2.5 CF per opening",Each,0.8
04-05-16.30-0150-6-by-7-foot-opening-3-5-cf-per-opening-each,fileoutpart82.xlsx,19,04 05 16.30,Grouting,0150,"6- by 7-foot opening, 3.5 CF per opening",Each,1.07
04-05-16.30-0160-grout-for-bond-beams-lintels-and-concrete-masonry-unit-cores-cf,fileoutpart82.xlsx,20,04 05 16.30,Grouting,0160,"Grout, for bond beams, lintels, and concrete masonry unit cores",CF,0.136
04-05-19.05-0010-1-2-inch-diameter-8-and-12-inches-long-each,fileoutpart84.xlsx,5,04 05 19.05,"Hooked, with nut and washer",0010,"1/2-inch diameter, 8 and 12 inches long",Each,0.053
04-05-19.05-0020-5-8-inch-diameter-8-and-12-inches-long-each,fileoutpart84.xlsx,6,04 05 19.05,"Hooked, with nut and washer",0020,"5/8-inch diameter, 8 and 12 inches long",Each,0.058
04-05-19.05-0030-3-4-inch-diameter-8-and-12-inches-long-each,fileoutpart84.xlsx,7,04 05 19.05,"Hooked, with nut and washer",0030,"3/4-inch diameter, 8 and 12 inches long",Each,0.066
04-05-19.16-0010-various-types-average-hd,fileoutpart84.xlsx,10,04 05 19.16,Masonry Anchors,0010,"Various types, average",HD,1
04-05-19.26-0010-steel-bars-placed-horizontal-3-and-4-bars-lb,fileoutpart84.xlsx,13,04 05 19.26,Masonry Reinforcing Bars,0010,"Steel bars, placed horizontal, #3 and #4 bars",LB,0.024
04-05-19.26-0020-5-and-6-bars-lb,fileoutpart84.xlsx,14,04 05 19.26,Masonry Reinforcing Bars,0020,#5 and #6 bars,LB,0.013
04-05-19.26-0030-steel-bars-placed-vertical-3-and-4-bars-lb,fileoutpart84.xlsx,15,04 05 19.26,Masonry Reinforcing Bars,0030,"Steel bars, placed vertical, #3 and #4 bars",LB,0.031
04-05-19.26-0040-5-and-6-bars-lb,fileoutpart84.xlsx,16,04 05 19.26,Masonry Reinforcing Bars,0040,#5 and #6 bars,LB,0.016
